student_id,student_type,lms_logins_per_week,avg_assignment_delay_days,attendance_percentage,feedback_sentiment_score,activity_irregularity_score,risk_score,burnout_label,dropout_probability,dropout_label
1,normal,16,3,79.49740796837096,0.9144446820562084,0.3004588975805764,18.632531471615906,0,0.0416166768859025,0
2,high_risk,2,15,63.483375393574676,-0.6314823421616191,0.6215879045709567,70.42520985259496,1,0.8851897217540626,1
3,medium_risk,5,5,74.07016288176682,-0.021671206189334047,0.4959574977536696,39.66355650537001,0,0.2623781812863971,0
4,normal,11,2,90.61493128800386,0.41683461522279364,0.224083761096378,19.62419026111137,0,0.04575667674527467,0
5,normal,14,4,99.15140331912997,0.6041089011508471,0.2996945322409869,17.540900487165644,0,0.03747413592256322,0
6,normal,16,3,75.20557828472229,0.7360821443370854,0.060859154767806616,16.111492750336527,0,0.03264572990874396,0
7,normal,18,4,97.31989848974715,0.6539011463692573,0.26889365992024206,12.536763609700177,0,0.023060046944359928,0
8,high_risk,0,7,64.38923658390205,-0.3837295107908084,0.9744592418052093,63.60885547629809,0,0.7959035847134233,1
9,medium_risk,6,6,64.16219992841015,-0.2510451180248444,0.6079969124874816,47.34508047558235,0,0.4340141470997478,0
10,medium_risk,9,8,78.439112602655,-0.3873836337830293,0.3899587222921629,41.467023857130805,0,0.2987415655154923,0
11,normal,19,2,90.48378264840747,0.23213391280015616,0.0003772170109961337,6.3013792597297416,0,0.012494887984976373,0
12,high_risk,3,9,64.63018314777734,-0.19008687969390958,0.7840826472626461,56.704997117404,0,0.6616150439895966,1
13,medium_risk,9,9,68.196953462367,-0.08005273260522594,0.4908519069582733,42.26433122786074,0,0.315708024658675,0
14,normal,15,1,97.86884753344899,0.536923261420117,0.29110561620517766,12.482705693048752,0,0.022938577223389,0
15,normal,16,4,90.21336608193096,0.702791021377846,0.18110725180456033,15.496600589919,0,0.030758723206875293,0
16,normal,15,3,93.80387230644165,0.5035768963385915,0.3576218420815547,17.16335955461291,0,0.036135880286349766,0
17,normal,12,4,95.18427349481223,0.6355934820081872,0.12148838143647547,18.35959068117741,0,0.04054157741090427,0
18,normal,15,2,81.85340417979846,0.20265692199043106,0.17686164551463313,16.106240304436547,0,0.03262914676295975,0
19,normal,12,0,97.72060077421992,0.021172363735378452,0.13920534150539718,12.657929929025979,0,0.023334597075901218,0
20,normal,17,0,85.41872651560132,0.7572955720711929,0.09080051973536825,8.757326167130195,0,0.015917863706544372,0
21,medium_risk,11,6,66.96060305416506,-0.11055433841340523,0.6914313579437495,39.53963468181606,0,0.2599869215086628,0
22,normal,13,0,85.40652498400188,0.2654992172182822,0.12103686106564632,14.213921669984225,0,0.027156472658602875,0
23,normal,13,0,88.30614517854451,0.6068598078009285,0.19551175529186643,14.606140034741866,0,0.028212116732543095,0
24,normal,16,0,80.28212593924844,0.48250559138211335,0.13644108552098322,11.976084798002635,0,0.021830144954069385,0
25,normal,16,0,91.8797353877906,0.6333121744366106,0.18499608416223734,9.805007415485907,0,0.01764501793299437,0
26,medium_risk,9,5,65.6971226192152,-0.48060779278208826,0.5500077816672416,44.45161962860282,0,0.3647426775335359,0
27,normal,11,0,77.5633634528161,0.6125928082758765,0.03768414544499752,17.424421318470937,0,0.037056253648621355,0
28,normal,17,3,75.51277298300978,0.2493757879958921,0.3562666703567629,19.215806809599002,0,0.04400626628298435,0
29,normal,17,2,76.82420832314219,0.8211261044851798,0.19721404861608194,15.16882531512235,0,0.02979642593235902,0
30,normal,17,0,92.04582580082146,0.9935015603957081,0.09293421836960727,7.132556825338746,0,0.013563129066083241,0
31,medium_risk,5,9,69.20642780114797,-0.46843843766184684,0.305788256601146,50.0617934636579,0,0.5015448316757548,0
32,normal,17,3,91.96623592957167,0.06519976670615046,0.12297301301913488,11.603036212894107,0,0.021047602106192078,0
33,normal,15,4,84.93979673276617,0.6249224697884563,0.31192747024925743,20.027296203880653,0,0.04754934075873501,0
34,high_risk,3,8,52.982002059881786,-0.14204805459766368,0.7565512373454988,57.15015553084366,0,0.6715084650092837,1
35,high_risk,1,13,46.00567915988863,-0.719783593009429,0.6212482496796005,74.69739118369661,1,0.9219930038323875,1
36,medium_risk,8,7,65.1531404598231,-0.20700705509310796,0.4736746367853878,43.255273596554986,0,0.3374960663718566,0
37,normal,18,0,86.38410336403751,0.810469617069593,0.3312238170931505,10.872331415387878,0,0.01959354887957642,0
38,normal,12,2,75.84125830337642,0.6744325564685969,0.16184235317874524,21.13398738850374,0,0.0528198989905929,0
39,medium_risk,6,8,69.23668869121217,-0.4830462030177178,0.3909963563476249,48.96813288434377,0,0.4742261869354097,0
40,normal,15,2,76.62085546965478,0.7626525587561409,0.17097676834262399,17.326104324392333,0,0.03670702061186988,0
41,normal,17,1,91.98291663283884,0.4705007190896823,0.15515941158069194,9.414995348834003,0,0.016981549388165706,0
